respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
1563,62,Male,No religion,Married,No,Had COVID,2,NA,,20260909002,-2.37725,-1.24272,-1.50692,-2.36243,-3.18003,-0.00607482,0.0487433,0.124725,-0.00194199,-0.0715909,1.16795,0.512118,0.505061,0.806754,2.36733,1.8569,0.406952,1.30992,1.32965,2.46342,-0.879181,-1.02311,-0.186201,-0.0489034,-0.378486,-0.880107,-1.53571,-3.49688,-0.226788
1564,29,Male,No religion,Single,Yes,None,2,4,Conspiracy Ideation,20260909002,-2.59973,-1.36245,-1.66491,-2.62138,-3.06305,-0.0755377,0.0160033,0.0965317,0.0516276,-0.209612,1.49557,0.737213,0.680013,0.986205,2.31358,2.17216,0.610803,1.42322,1.58732,2.32504,-0.970213,-1.10977,-0.17377,0.0024811,-0.305367,-0.800891,-1.58297,-3.58784,-0.213597
1565,43,Female,Christian,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909002,-2.18763,-1.26306,-1.509,-2.14151,-3.27255,-0.290954,-0.09633,-0.044796,-0.141376,-0.104906,1.25577,0.692098,0.689924,0.661964,2.40159,2.10938,0.704833,1.47463,1.33087,2.76581,-0.909776,-1.09603,-0.190292,-0.00125186,-0.329479,-0.888013,-1.48872,-3.51537,-0.233697
1566,74,Female,No religion,Widowed,No,Bereaved,3,NA,,20260909002,-2.31803,-1.25764,-1.56141,-2.50161,-3.1989899999999998,-0.431194,-0.305128,-0.0831393,-0.267333,-0.309384,1.32991,0.758848,0.707412,1.27957,2.65336,2.18606,0.668331,1.40656,1.63112,2.62044,-0.895331,-1.05909,-0.171214,-0.011012,-0.345448,-0.824794,-1.5666,-3.55905,-0.209212
1567,69,Female,No religion,Widowed,Yes,None,3,NA,,20260909002,-2.56723,-1.31901,-1.67413,-2.65344,-3.3663,-0.15313,-0.0923796,0.0745261,0.143302,-0.17435,1.04109,0.404248,0.61647,0.712175,2.32026,2.21024,0.645988,1.42999,1.53511,2.7796,-0.881586,-1.03923,-0.181603,0.0372524,-0.288967,-0.773422,-1.53639,-3.54019,-0.242544
1568,82,Female,Christian,Divorced,No,Had COVID,2,NA,,20260909002,-2.49987,-1.38919,-1.60505,-2.64936,-3.13734,-0.202821,-0.0622309,-0.0195961,0.133408,0.0273316,1.26875,0.637386,0.628358,0.910753,2.10336,2.28675,0.846414,1.60663,1.64324,2.53926,-0.876839,-1.00157,-0.218962,-0.00273462,-0.31059,-0.802385,-1.50035,-3.4514,-0.226757
1569,60,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-2.49494,-1.49938,-1.65407,-2.64467,-3.31244,-0.202025,-0.0203379,0.086239,-0.0323645,-0.0360322,1.31172,0.709325,0.68647,1.08623,2.3399200000000002,2.34586,0.82233,1.50309,1.7764,2.67305,-0.961954,-1.05841,-0.167474,0.0550911,-0.330801,-0.780516,-1.57311,-3.48219,-0.219256
1570,26,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-2.4041,-1.19292,-1.53325,-2.5408,-3.21687,-0.0894219,-0.0858622,0.0886971,0.0723924,-0.040071,1.16863,0.412469,0.550746,1.0046,2.29302,2.21571,0.613086,1.40889,1.581,2.58918,-0.913423,-1.06185,-0.194502,-0.0396542,-0.356913,-0.865561,-1.5186,-3.5424,-0.233163
1571,29,Male,Christian,Single,No,Bereaved,2,NA,,20260909002,-2.31802,-1.22252,-1.52793,-2.46007,-2.95066,-0.306674,-0.142081,0.0622586,0.0739527,-0.113148,0.998118,0.36819,0.436743,0.528258,1.83274,2.02887,0.506216,1.36526,1.4705,2.25237,-0.92108,-1.05162,-0.223511,0.00577558,-0.357543,-0.802189,-1.50343,-3.44359,-0.220183
1572,32,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.38219,-1.26872,-1.57395,-2.66735,-3.17091,-0.0179566,0.0703779,0.150348,0.256162,0.16451,1.04317,0.330028,0.567786,0.926668,2.05578,2.11956,0.570626,1.50764,1.59002,2.44192,-0.848541,-1.08156,-0.198888,0.0124263,-0.311157,-0.813184,-1.53175,-3.50587,-0.237468
1573,73,Female,No religion,Married,No,None,2,NA,,20260909002,-2.28757,-1.24245,-1.61023,-2.52979,-3.22102,-0.272846,-0.127928,0.0521462,0.0342894,0.0378015,1.22181,0.587297,0.687036,0.757295,2.3593,2.04611,0.59284,1.47384,1.54984,2.52132,-0.866931,-1.02452,-0.155854,0.0269231,-0.319215,-0.794433,-1.51173,-3.53614,-0.216042
1574,33,Male,Christian,Single,Yes,Bereaved,1,NA,,20260909002,-2.32762,-1.17055,-1.60216,-2.6396,-3.17175,-0.150779,0.0077861,0.143709,0.0405136,-0.012334,0.982473,0.31302,0.554121,1.03448,2.25175,2.11081,0.518335,1.44279,1.76418,2.61134,-0.850768,-1.04481,-0.213166,-0.0181518,-0.387844,-0.87667,-1.50187,-3.51335,-0.235248
1575,71,Male,No religion,Single,No,Had COVID,3,NA,,20260909002,-2.35496,-1.27598,-1.51847,-2.46863,-2.94141,-0.305866,-0.0333869,0.0910929,-0.0295579,-0.0737493,1.22637,0.563044,0.563029,0.924657,2.0116,2.17872,0.648767,1.39011,1.61523,2.39089,-0.856008,-0.986957,-0.185475,-0.00229027,-0.357025,-0.886434,-1.49688,-3.46256,-0.194432
1576,33,Male,No religion,Single,No,None,4,NA,,20260909002,-1.9814,-0.951372,-1.4222,-2.15774,-2.85774,-0.22299,-0.0191315,0.0518906,-0.133004,-0.0557446,0.626551,0.100502,0.379691,0.406822,1.88978,1.71338,0.272194,1.29742,1.30265,2.22079,-0.884682,-1.05642,-0.223259,-0.0287656,-0.333947,-0.807954,-1.53762,-3.59621,-0.236653
1577,79,Female,Not answered,Married,No,None,2,NA,,20260909002,-2.45574,-1.36682,-1.47734,-2.66494,-3.37355,-0.185618,-0.0545276,-0.0982945,-0.102267,0.00714869,1.31116,0.574331,0.484963,1.05352,2.38936,2.24752,0.637325,1.27804,1.6741,2.65677,-0.876089,-1.05703,-0.162786,0.0161692,-0.2922,-0.772782,-1.52169,-3.4867,-0.205916
1578,39,Female,Not answered,Single,Yes,Had COVID,2,NA,,20260909002,-2.30551,-1.09712,-1.46692,-2.16489,-3.00841,-0.15909,-0.147677,0.138797,-0.0774848,-0.0421545,1.09777,0.402879,0.398364,0.623015,2.1022,2.15644,0.564473,1.3654,1.41024,2.483,-0.837912,-1.03424,-0.197017,-0.0587386,-0.344642,-0.841844,-1.54129,-3.48416,-0.239607
1579,47,Female,Sikh,Married,No,Bereaved,2,NA,,20260909002,-2.31011,-1.15036,-1.7316,-2.62386,-3.08899,-0.0405753,-0.092977,0.132983,0.112091,-0.0855009,1.16208,0.589779,0.846296,1.0868,2.37316,1.92518,0.415257,1.43754,1.44651,2.38992,-0.846421,-1.02415,-0.177202,-0.00511935,-0.319816,-0.80897,-1.55855,-3.56747,-0.240599
1580,56,Male,Christian,Married,No,None,2,NA,,20260909002,-2.48399,-1.40989,-1.51468,-2.66629,-3.34938,-0.0745488,0.067428,0.0673992,0.108766,0.112636,1.19407,0.51759,0.457549,0.832403,2.19186,2.06445,0.601814,1.37732,1.55735,2.56114,-0.920323,-1.07872,-0.198739,0.0513021,-0.323748,-0.843269,-1.50747,-3.46643,-0.214477
1581,19,Female,Christian,Single,No,None,3,NA,,20260909002,-2.66311,-1.32797,-1.6123,-2.55991,-3.27949,0.0173167,-0.104526,-0.00110294,-0.046392,-0.149982,1.56717,0.712157,0.660584,1.03519,2.3995,2.47091,0.745933,1.5447,1.72259,2.77103,-0.930758,-1.07493,-0.194356,0.00885283,-0.294739,-0.822957,-1.50265,-3.5169,-0.21388
1582,29,Male,Christian,Single,No,None,1,NA,,20260909002,-2.31775,-1.15706,-1.39274,-2.52361,-2.91139,-0.190127,-0.0297433,0.060681,0.146879,-0.188461,1.1764,0.475972,0.541378,0.859583,2.08765,1.92575,0.504857,1.21566,1.31219,2.29327,-0.969793,-1.09779,-0.15714,0.0494662,-0.342797,-0.78862,-1.47535,-3.51289,-0.254537
1583,76,Female,Muslim,Married,No,None,1,NA,,20260909002,-2.28777,-1.31422,-1.53666,-2.42994,-3.37556,-0.0199149,0.0382634,0.115527,0.0310391,0.113034,1.11768,0.631807,0.628719,0.967231,2.43043,1.85467,0.557599,1.35096,1.38111,2.62182,-0.903249,-1.03807,-0.185136,0.0120432,-0.366369,-0.916421,-1.47192,-3.50154,-0.209311
1584,43,Female,No religion,Divorced,No,Had COVID,3,4,Conspiracy Ideation,20260909002,-2.56922,-1.40243,-1.68818,-2.76554,-3.50742,-0.254445,-0.0984392,0.0407442,0.105311,-0.164521,1.46307,0.827838,0.834966,1.10633,2.83547,2.36622,0.765909,1.51526,1.72199,2.97177,-0.823291,-1.04582,-0.213297,-0.0358204,-0.288977,-0.829201,-1.50493,-3.50159,-0.243309
1585,71,Female,Christian,Widowed,No,Had COVID,2,NA,,20260909002,-2.36533,-1.30457,-1.63096,-2.76302,-3.33498,-0.271043,-0.0836695,0.0286969,0.179781,-0.040503,1.29161,0.573284,0.718386,1.12949,2.14993,2.0426,0.561033,1.39081,1.53061,2.58859,-0.903136,-1.08683,-0.150428,0.050095,-0.303001,-0.874962,-1.54445,-3.52813,-0.260193
1586,31,Female,No religion,Single,Yes,None,4,NA,,20260909002,-2.75483,-1.7094800000000001,-1.66401,-2.86834,-3.4502100000000002,0.074389,0.17431,0.166975,0.0856608,0.0247002,1.69053,1.10057,0.755938,1.25813,2.75097,2.10326,0.767122,1.3591,1.44812,2.62463,-0.889169,-1.11464,-0.157747,0.0939395,-0.321868,-0.756318,-1.52727,-3.48496,-0.18351
1587,54,Female,Christian,Divorced,No,Had COVID,4,NA,,20260909002,-2.62243,-1.4521,-1.6954,-2.55425,-3.2703,-0.228234,-0.0805898,-0.0119217,-0.108837,-0.141011,1.53876,0.833001,0.701728,0.988426,2.50941,2.26412,0.674122,1.46888,1.48524,2.56748,-0.894019,-1.09245,-0.205496,0.00414812,-0.333137,-0.803791,-1.5493,-3.501,-0.186648
1588,83,Male,Muslim,Married,No,Had COVID,1,NA,,20260909002,-2.15061,-1.10346,-1.4461,-2.4544,-3.04363,-0.202437,-0.0999401,-0.00909841,0.0298497,-0.270613,0.922589,0.443341,0.457066,0.839197,2.24422,1.97913,0.562359,1.39957,1.59102,2.60803,-0.914463,-1.0543,-0.218693,-0.0444315,-0.281041,-0.787045,-1.482,-3.47496,-0.269988
1589,82,Female,Christian,Widowed,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002,-2.3598,-1.32333,-1.6182,-2.63303,-3.33585,-0.105051,0.0755597,0.160402,0.266819,0.0793953,1.06037,0.411721,0.574123,0.934763,2.19482,1.97742,0.516321,1.32953,1.42228,2.57952,-0.85092,-1.04811,-0.132519,0.0351236,-0.342672,-0.838927,-1.52526,-3.49826,-0.246215
1590,65,Male,No religion,Married,No,None,2,NA,,20260909002,-2.29281,-1.27206,-1.504,-2.31737,-3.17187,-0.290217,-0.0966075,0.0270792,-0.0785625,0.0124753,1.27525,0.640362,0.560131,0.895103,2.30889,2.03614,0.606968,1.387,1.42202,2.45711,-0.860094,-0.989513,-0.211644,-0.0127679,-0.346113,-0.842816,-1.46517,-3.45699,-0.229258
1591,75,Female,Christian,Single,No,None,1,NA,,20260909002,-2.51146,-1.2526,-1.62816,-2.52029,-3.12202,-0.176858,-0.0800032,0.127745,0.0802109,-0.110051,1.16064,0.355739,0.536833,0.671231,2.08136,2.17366,0.474165,1.44055,1.46269,2.3901,-0.86969,-1.06651,-0.171028,0.0250368,-0.369443,-0.822433,-1.55662,-3.55838,-0.20093
1592,68,Male,Christian,Divorced,No,None,3,NA,,20260909002,-2.40935,-1.32786,-1.58081,-2.4109,-3.29134,-0.377025,-0.0464299,0.140726,-0.0407607,-0.203121,1.27313,0.65038,0.570726,0.522032,2.41502,2.2791,0.706209,1.35146,1.43291,2.79771,-0.880318,-1.00409,-0.191196,0.0754487,-0.316813,-0.846233,-1.51582,-3.49478,-0.207298
1593,32,Male,No religion,Single,No,None,2,NA,,20260909002,-2.41253,-1.32367,-1.65852,-2.54687,-3.01262,-0.2462,-0.0743988,0.0852559,-0.0621249,-0.181258,1.08711,0.566261,0.599539,0.797734,2.02438,2.13665,0.558453,1.46277,1.58453,2.36802,-0.847597,-1.01603,-0.18932,0.0506211,-0.333665,-0.78883,-1.53044,-3.48149,-0.219942
1594,18,Male,Christian,Single,No,None,2,NA,,20260909002,-2.41425,-1.40152,-1.57757,-2.5022,-3.18882,-0.0603878,0.114725,0.102432,0.0650585,0.0376053,1.23927,0.710254,0.675667,1.0453,2.41344,2.18014,0.807038,1.3811,1.49624,2.5641,-0.857555,-1.00335,-0.111897,0.0463642,-0.266063,-0.785788,-1.51727,-3.46408,-0.200413
1595,63,Male,Christian,Married,No,None,3,NA,,20260909002,-2.26047,-1.20994,-1.37983,-2.33315,-3.08813,-0.173662,0.081699,0.0328508,0.0443873,0.0214938,0.96852800000000006,0.354156,0.393408,0.648322,2.0461,2.11098,0.705381,1.31806,1.38132,2.52771,-0.915964,-1.03526,-0.167229,0.0420661,-0.316178,-0.79424,-1.46454,-3.41322,-0.216919
1596,48,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-2.192,-1.10352,-1.38507,-2.45085,-2.75865,-0.166108,0.0194876,0.0265222,0.0851023,-0.205663,1.08336,0.419561,0.558797,0.976265,2.08987,1.84374,0.309686,1.14294,1.51799,2.12019,-0.919254,-1.01792,-0.220992,-0.0356916,-0.339659,-0.834212,-1.4504,-3.42285,-0.227821
1597,23,Female,Christian,Single,No,None,3,NA,,20260909002,-2.37084,-1.27611,-1.60841,-2.45265,-3.17933,-0.203818,-0.0742769,-0.0436639,0.0753097,-0.0472558,1.26007,0.587239,0.736335,0.807874,2.20072,2.17609,0.703596,1.57533,1.63263,2.59999,-0.87567,-1.03662,-0.18601,-0.0637638,-0.319545,-0.842301,-1.51949,-3.50012,-0.25563
1598,44,Male,No religion,Single,Yes,Had COVID,1,NA,,20260909002,-2.30804,-1.16027,-1.30156,-2.36338,-3.02293,-0.00670493,0.0848533,0.0586493,0.171821,0.0740096,1.12114,0.410818,0.428759,0.860215,1.93797,1.85983,0.459879,1.15137,1.41991,2.20863,-0.832727,-0.946219,-0.191298,-0.012822,-0.335866,-0.821249,-1.46269,-3.4122,-0.230402
1599,45,Male,No religion,Married,No,Had COVID,2,4,Conspiracy Ideation,20260909002,-2.39242,-1.28362,-1.60573,-2.58784,-3.23341,-0.0673872,0.105791,0.0659364,0.0178224,0.200643,1.24635,0.624405,0.689876,1.0349,2.36926,2.09763,0.607838,1.47643,1.5988,2.57734,-0.91987,-1.06503,-0.134679,0.0403409,-0.306115,-0.8371,-1.55905,-3.55912,-0.267989
1600,58,Female,Christian,Married,No,None,3,3,Communitarianism,20260909002,-2.27956,-1.19428,-1.57146,-2.45586,-3.10674,-0.0823058,0.0509275,0.0713452,0.241101,-0.0241778,0.931019,0.281447,0.55481,0.716161,2.15417,1.87377,0.348897,1.27283,1.22219,2.2584,-0.890082,-1.03862,-0.186497,0.0591039,-0.340646,-0.80502,-1.52625,-3.51957,-0.240362
1601,84,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-2.33474,-1.37815,-1.62785,-2.58568,-3.33941,-0.101827,0.084863,0.143294,0.0283787,0.108767,1.049,0.497285,0.589073,0.806697,2.01763,1.84586,0.45568,1.3079,1.45888,2.49657,-0.855995,-1.04651,-0.17999,-0.00404829,-0.34899,-0.821907,-1.53293,-3.57537,-0.19198
1602,37,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-2.48775,-1.33517,-1.5243,-2.46379,-3.11479,-0.260289,-0.104339,0.0235164,0.00941887,-0.0400267,1.2926,0.62138,0.490965,0.7825,2.34939,2.35493,0.666773,1.41078,1.58223,2.48407,-0.867277,-1.07619,-0.156849,-0.0108498,-0.291052,-0.799881,-1.52927,-3.51333,-0.229661
1603,80,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-2.42201,-1.30611,-1.57378,-2.52406,-3.22202,-0.334212,-0.0990532,-0.0561383,-0.110634,-0.00594249,1.40471,0.642191,0.679661,0.970982,2.43304,2.13704,0.563126,1.38254,1.52504,2.51424,-0.875976,-1.07508,-0.1812,-0.00774114,-0.330953,-0.767141,-1.55641,-3.57977,-0.230348
1604,64,Male,Christian,Divorced,No,Had COVID,1,NA,,20260909002,-2.61269,-1.41288,-1.58469,-2.70069,-3.34241,-0.200633,-0.149007,-0.0138118,0.00195436,-0.154442,1.55005,0.90086,0.830757,1.22553,2.68873,2.34523,0.763755,1.41407,1.69907,2.64568,-0.908378,-1.03557,-0.189525,0.0249263,-0.315133,-0.817007,-1.49039,-3.46133,-0.201178
1605,53,Male,No religion,Married,No,Bereaved,3,2,Libertarianism,20260909002,-2.13783,-1.09346,-1.41904,-2.26912,-2.71863,-0.311545,-0.126376,0.0272599,0.0298258,-0.153348,1.10938,0.516986,0.530597,0.722706,1.97283,1.89142,0.458725,1.26594,1.30103,1.94774,-0.878976,-1.00473,-0.204814,-0.0200455,-0.318768,-0.780296,-1.4897,-3.43019,-0.219509
1606,82,Female,Christian,Widowed,No,Bereaved,4,NA,,20260909002,-2.21158,-1.03951,-1.4559,-2.30038,-3.00401,-0.206529,-0.189278,0.0287368,0.0183002,-0.0696354,1.04264,0.286621,0.499348,0.493648,1.91409,2.04028,0.434222,1.20315,1.24523,2.32045,-0.889683,-1.05169,-0.21436,-0.00855597,-0.329815,-0.79433,-1.48012,-3.46552,-0.204517
1607,23,Male,No religion,Married,No,None,3,NA,,20260909002,-2.2598,-1.11847,-1.48226,-2.31604,-3.0689,-0.272539,-0.116242,0.0494438,0.0656313,-0.125424,1.15231,0.514244,0.571762,0.79633,2.08811,1.86624,0.324298,1.23943,1.1018,2.31966,-0.882272,-1.06401,-0.222913,-0.0110928,-0.352236,-0.879305,-1.54927,-3.56657,-0.225956
1608,63,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-2.09926,-1.14615,-1.37988,-2.38245,-2.99295,-0.137396,-0.0121831,0.012648,0.0375785,0.0444291,1.01237,0.513146,0.536593,0.733223,2.19173,1.74865,0.44683,1.21215,1.28538,2.18444,-0.903834,-1.05852,-0.192467,-0.0207991,-0.32466,-0.817496,-1.49263,-3.51571,-0.207733
1609,76,Female,No religion,Widowed,No,Had COVID,2,NA,,20260909002,-2.4041,-1.19292,-1.53325,-2.5408,-3.21687,-0.0894219,-0.0858622,0.0886971,0.0723924,-0.040071,1.16863,0.412469,0.550746,1.0046,2.29302,2.21571,0.613086,1.40889,1.581,2.58918,-0.913423,-1.06185,-0.194502,-0.0396542,-0.356913,-0.865561,-1.5186,-3.5424,-0.233163
1610,54,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.23433,-1.1923,-1.40671,-2.47573,-3.17489,-0.284367,-0.107864,-0.0649705,-0.0326952,-0.0910713,0.96629,0.43253,0.469267,0.850651,2.03843,1.98095,0.48537400000000003,1.21448,1.4852,2.47352,-0.938999,-1.03879,-0.189553,0.0232337,-0.297054,-0.774876,-1.52258,-3.51182,-0.250122
1611,51,Male,Sikh,Married,No,Bereaved,4,2,Libertarianism,20260909002,-2.46532,-1.30548,-1.69821,-2.71673,-3.30638,-0.272246,-0.0438938,0.203791,0.125701,-0.0190011,1.22677,0.559355,0.545827,1.02292,2.38533,2.265,0.623094,1.35073,1.5789,2.75933,-0.922117,-1.05187,-0.171203,0.0497534,-0.285678,-0.769445,-1.57754,-3.54632,-0.238657
1612,32,Male,Christian,Single,Yes,None,3,NA,,20260909002,-2.28317,-1.17068,-1.40734,-2.3857,-2.85907,-0.206069,-0.15627,-0.0841151,-0.125057,-0.191057,0.998809,0.367543,0.444706,0.753258,1.79143,1.99581,0.561755,1.3647,1.37721,2.29373,-0.847926,-1.01253,-0.194223,0.0295798,-0.277372,-0.799854,-1.50464,-3.42284,-0.197814
1613,72,Male,No religion,Married,No,Bereaved,2,NA,,20260909002,-2.21206,-1.14018,-1.48899,-2.39033,-3.17349,-0.110419,0.00415864,0.155228,0.0394945,-0.112234,1.1469,0.566519,0.561354,1.03157,2.47486,1.89743,0.462257,1.34954,1.52371,2.66397,-0.871259,-1.02926,-0.203218,-0.0534915,-0.32586,-0.797389,-1.4681,-3.40709,-0.263437
1614,60,Female,Christian,Married,No,Long COVID,3,NA,,20260909002,-2.51905,-1.51597,-1.52971,-2.63042,-3.47924,-0.0399001,0.0223038,-0.01801,-0.00354538,-0.0767102,1.38088,0.973387,0.733053,1.01487,2.64072,2.09343,0.746087,1.2708,1.45862,2.68119,-0.886574,-1.01364,-0.179105,0.0106141,-0.308054,-0.814614,-1.49643,-3.53597,-0.199145
1615,30,Female,Christian,Single,No,Had COVID,4,NA,,20260909002,-2.26047,-1.20994,-1.37983,-2.33315,-3.08813,-0.173662,0.081699,0.0328508,0.0443873,0.0214938,0.96852800000000006,0.354156,0.393408,0.648322,2.0461,2.11098,0.705381,1.31806,1.38132,2.52771,-0.915964,-1.03526,-0.167229,0.0420661,-0.316178,-0.79424,-1.46454,-3.41322,-0.216919
1616,88,Female,Christian,Widowed,No,Had COVID,1,NA,,20260909002,-2.24677,-1.3169,-1.58464,-2.4372,-3.1578,-0.280883,-0.105353,0.0423852,0.0539835,-0.0464908,1.00477,0.49233,0.487253,0.602998,2.25316,1.9937,0.67436,1.43907,1.39081,2.51752,-0.841812,-1.04905,-0.152868,0.0232219,-0.330895,-0.819165,-1.56319,-3.51653,-0.221982
1617,18,Female,Christian,Single,No,Bereaved,2,NA,,20260909002,-2.41023,-1.33397,-1.61518,-2.43677,-3.11082,-0.168891,0.0802033,0.0334356,0.0533793,-0.0208422,1.09643,0.494841,0.624225,0.562112,2.18872,2.17083,0.530024,1.5192,1.41204,2.45394,-0.878087,-1.05282,-0.199347,0.0300614,-0.363772,-0.831304,-1.52361,-3.49597,-0.207078
1618,27,Male,Christian,Married,Yes,Had COVID,1,NA,,20260909002,-2.41531,-1.2086,-1.56917,-2.51404,-3.20655,-0.0994967,-0.0175719,-0.00868035,-0.0249306,0.0339069,1.29944,0.540358,0.594001,0.811993,2.32133,2.10559,0.600757,1.42751,1.43368,2.49391,-0.8335,-1.05348,-0.198465,-0.00874438,-0.33282,-0.767785,-1.57335,-3.54846,-0.20967
1619,51,Male,Not answered,Single,No,Bereaved,1,3,Communitarianism,20260909002,-2.44072,-1.46042,-1.60919,-2.62604,-3.10942,-0.379294,-0.119967,-0.0837079,-0.022758,-0.324288,1.25454,0.726917,0.583715,0.772638,2.32781,2.15546,0.758285,1.48299,1.57589,2.49474,-0.843231,-1.02252,-0.17274,0.0179319,-0.35936,-0.774074,-1.53555,-3.50026,-0.159881
1620,28,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.31985,-1.24679,-1.5594,-2.53261,-3.13127,-0.105187,-0.0719467,0.075518,0.11887,-0.0466803,1.08791,0.570431,0.623398,0.807981,2.23654,2.11983,0.691315,1.48279,1.64622,2.66227,-0.921474,-1.09383,-0.225845,-0.0364436,-0.295187,-0.775534,-1.46171,-3.47051,-0.25165
1621,54,Female,No religion,Single,No,Had COVID,1,NA,,20260909002,-2.48815,-1.36058,-1.80429,-2.85453,-3.16218,-0.217898,-0.06468,0.127674,0.089198,-0.257951,1.25564,0.607541,0.675635,1.10242,2.22446,2.21451,0.655313,1.56329,1.74896,2.56922,-0.909085,-1.11853,-0.135614,0.0438894,-0.304888,-0.751488,-1.55394,-3.5562,-0.227473
1622,71,Female,No religion,Widowed,No,Bereaved,2,NA,,20260909002,-2.4698,-1.33207,-1.67539,-2.72824,-3.33836,0.150047,0.133511,0.204089,0.127365,0.142037,1.21786,0.602164,0.530154,1.13568,2.35146,1.89488,0.449702,1.35758,1.62614,2.3989,-0.896564,-1.07749,-0.161088,0.0492884,-0.312493,-0.776921,-1.52038,-3.51361,-0.218483
1623,22,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.27545,-1.23352,-1.59413,-2.65864,-3.02544,-0.23565,-0.139301,0.0623369,0.125619,-0.214306,1.05864,0.517283,0.581188,0.95797,2.14744,2.00972,0.633603,1.43953,1.5704,2.50078,-0.827495,-1.06954,-0.191184,0.0253687,-0.318652,-0.801954,-1.5193,-3.51046,-0.21328
1624,35,Male,No religion,Single,No,None,3,NA,,20260909002,-2.39453,-1.24319,-1.49161,-2.43411,-3.09057,-0.060502,0.134785,0.0741432,0.168687,-0.0302828,1.27673,0.664826,0.637557,0.792625,2.32244,2.17152,0.560159,1.28663,1.38278,2.58609,-0.9364,-1.03577,-0.20822,-0.0389482,-0.337083,-0.835271,-1.51543,-3.51818,-0.244929
1625,34,Male,No religion,Married,No,Bereaved,3,3,Communitarianism,20260909002,-2.18345,-1.16813,-1.544,-2.56661,-3.14874,-0.443468,-0.344241,-0.0625734,-0.142023,-0.142808,1.18351,0.528282,0.603777,1.02785,2.15508,2.14065,0.670572,1.3575,1.78335,2.54238,-0.873681,-1.06004,-0.158099,-0.0217603,-0.321255,-0.728739,-1.57833,-3.51856,-0.190973
1626,71,Female,No religion,Widowed,No,None,2,NA,,20260909002,-2.34096,-1.20224,-1.49889,-2.61144,-3.15188,-0.305239,-0.189237,-0.0754962,-0.0456711,-0.077921,1.36542,0.622602,0.661742,1.17069,2.41515,2.06623,0.531883,1.3521,1.52623,2.47583,-0.881813,-1.08327,-0.14230400000000001,0.0319539,-0.324022,-0.846197,-1.52582,-3.5557,-0.255088
1627,32,Female,Christian,Single,Yes,Had COVID,1,NA,,20260909002,-2.25721,-1.13212,-1.55288,-2.42544,-2.97329,-0.260141,-0.0150994,0.169766,-0.025984,-0.0583375,1.26819,0.516176,0.521843,0.948652,2.19122,2.02078,0.402029,1.29464,1.44399,2.29055,-0.857115,-1.02044,-0.148199,-0.00548837,-0.354196,-0.797664,-1.49452,-3.44362,-0.229559
1628,55,Female,Christian,Single,No,None,4,NA,,20260909002,-2.40086,-1.27493,-1.56075,-2.52396,-3.1151,-0.104276,-0.0187416,0.0206901,-0.0615909,-0.0697002,1.26352,0.6767,0.599778,1.13017,2.19811,2.08645,0.638168,1.35152,1.59424,2.55495,-0.877811,-1.00877,-0.155471,0.0712894,-0.321682,-0.800918,-1.53068,-3.48366,-0.247726
1629,64,Male,Muslim,Divorced,No,None,1,NA,,20260909002,-2.34171,-1.20354,-1.57226,-2.45645,-2.95079,-0.115985,-0.0385151,0.0673548,0.0306666,-0.0556189,1.11691,0.385931,0.545685,0.561961,1.97648,2.13028,0.521617,1.35426,1.44504,2.18995,-0.86727,-1.07337,-0.138571,0.0217857,-0.276206,-0.777561,-1.51634,-3.47106,-0.183076
