b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.44495,-0.930759,-1.23021,-1.60571,-2.46104,-0.195131,-0.149237,0.0100055,-0.325589,-0.193845,1.33625,0.829569,0.8081,1.07673,2.53167,2.04265,0.654661,1.40901,1.50596,2.6179,-0.0112061,0.0407808,0.0731278,-0.303785,-0.777286,-1.4576,-3.35911,-0.036856
-2.23226,-0.932248,-1.21204,-1.76442,-2.32529,-0.246194,-0.0471903,-0.0580893,-0.0293672,0.00691426,1.0993,0.694142,0.690289,1.18606,2.27219,1.62666,0.549468,1.43096,1.50851,2.24199,-0.0104833,-0.0316092,0.00557441,-0.303438,-0.725337,-1.42847,-3.29692,-0.0375582
-2.1058,-0.699441,-1.10864,-1.8555,-1.95323,-0.0687354,-0.0374496,0.132916,0.101708,-0.185995,1.00284,0.517973,0.498268,0.881479,2.05143,1.76691,0.536144,1.29818,1.69649,2.17584,-0.0101505,-0.0447884,0.0373399,-0.296534,-0.666871,-1.38512,-3.30864,-0.0286028
-2.25477,-0.883998,-1.04218,-1.54308,-2.35795,-0.373886,-0.158793,-0.0400077,-0.0480377,-0.189159,1.14488,0.475417,0.455564,0.598123,2.17855,2.0402,0.719925,1.25679,1.35069,2.66035,-0.0107101,0.00421513,0.0611014,-0.312583,-0.767718,-1.3889,-3.30945,-0.0295157
-2.41442,-0.902852,-1.05499,-1.69194,-2.32971,-0.078005,-0.0474024,-0.0103548,0.0889889,-0.135683,1.18924,0.592513,0.543076,0.77889,2.37347,1.82206,0.472969,1.3081,1.38857,2.46478,-0.012073,0.0710939,0.105836,-0.308325,-0.825465,-1.41598,-3.36773,-0.0156879
-2.20825,-0.786981,-0.954539,-1.46231,-2.3153,-0.23024,-0.0655305,-0.0504823,-0.0757409,-0.0749921,1.13348,0.557323,0.465551,0.877415,2.22042,1.97105,0.612331,1.21101,1.32939,2.58366,-0.0106142,0.0192356,-0.00558175,-0.2944,-0.789523,-1.36444,-3.26652,-0.0472558
-2.1657,-0.81806,-1.13277,-1.53861,-2.45285,-0.435607,-0.0671028,-0.0436155,-0.153819,0.0724939,1.01672,0.368174,0.507096,0.695142,2.0818,1.90505,0.480576,1.17519,1.30721,2.39691,-0.010559,0.00743812,0.00805932,-0.249831,-0.772941,-1.42173,-3.29489,-0.0377599
-2.23039,-0.902639,-1.2203,-1.69222,-2.42816,-0.261241,-0.1115,0.198967,0.0749234,-0.130816,1.1066,0.686786,0.655639,0.911084,2.34753,1.83354,0.507482,1.21917,1.26135,2.50232,-0.0101827,-0.0149178,-0.0356725,-0.283982,-0.764345,-1.39535,-3.30369,-0.0207921
-2.17009,-0.88992,-1.25527,-1.62337,-2.33853,-0.107143,0.0793738,0.183545,0.156183,0.183243,1.07509,0.624302,0.612784,0.730739,2.31979,1.97952,0.677076,1.4611,1.40055,2.49894,-0.0104038,0.0247596,0.0508308,-0.292291,-0.716915,-1.40769,-3.25671,-0.0485562
-2.10588,-0.730983,-1.07927,-1.66825,-2.19348,-0.340672,-0.076002,-0.036469,-0.0520461,-0.0523556,0.998848,0.442714,0.647431,0.929936,1.95241,1.7908,0.419086,1.27191,1.55707,2.26563,-0.0104752,-0.0461581,0.0177197,-0.279628,-0.777672,-1.39639,-3.3461,-0.059664
-2.24259,-0.790077,-1.17193,-1.61259,-2.12856,-0.128415,-0.0535032,0.0857372,-0.0373009,-0.0719357,0.98324,0.572279,0.577122,0.914924,2.11557,1.63512,0.40139,1.25334,1.32214,2.23828,-0.011184,-0.0368274,-0.0298241,-0.303941,-0.75704,-1.41649,-3.3533,-0.0391577
-2.35433,-0.81722,-1.16996,-1.75659,-2.24561,-0.115092,-0.0292769,-0.019247,0.0518432,-0.00362984,1.19646,0.62607,0.687245,1.00974,2.13631,1.99046,0.590651,1.3665,1.58375,2.3865,-0.0103565,-0.0122049,0.0501012,-0.2939,-0.675377,-1.46594,-3.37512,-0.0505198
-2.16039,-0.72861,-1.1722,-1.6232,-2.21145,-0.25756,-0.120083,0.00421437,-0.0166035,-0.166374,0.933272,0.433473,0.476785,0.577539,2.03685,1.81432,0.538897,1.26421,1.26564,2.4921,-0.010827,0.0648151,0.0682029,-0.307782,-0.677466,-1.48581,-3.41185,-0.0306929
-2.3685,-0.845854,-1.11574,-1.50844,-2.33506,-0.27308,-0.182784,0.0403518,-0.0444477,-0.306206,1.37012,0.732258,0.566753,0.938933,2.34648,1.9697,0.611482,1.15357,1.1922,2.53167,-0.0108325,0.0113791,-0.00551841,-0.277641,-0.750155,-1.43129,-3.41923,-0.0440018
-2.03408,-0.653631,-0.919097,-1.44369,-2.10346,-0.197405,-0.0568359,0.0259133,-0.0872757,0.0197343,0.899046,0.409108,0.297271,0.580513,1.82817,1.68933,0.436625,1.12627,1.29735,2.18757,-0.0109951,0.0194366,-0.0158183,-0.220564,-0.740976,-1.37527,-3.30224,-0.0424839
-2.12578,-0.73672,-1.0298,-1.58074,-2.47419,-0.257329,-0.0910463,-0.0272896,-0.153537,0.00989495,1.06262,0.4782,0.588446,0.904152,2.30184,1.72419,0.514375,1.26888,1.37857,2.71915,-0.0112095,-0.0301801,-0.0101802,-0.272177,-0.799885,-1.37018,-3.39816,-0.0353219
-2.28926,-0.823815,-1.18556,-1.74628,-2.26156,-0.247781,-0.132033,0.003764,0.0218466,-0.308932,1.06274,0.555426,0.618163,1.05613,2.27069,1.8823,0.473472,1.24894,1.50491,2.55069,-0.0109169,-0.0401657,0.0581094,-0.261474,-0.732388,-1.41892,-3.38029,-0.0661889
-2.1122,-0.711512,-1.06954,-1.48534,-2.31281,-0.309541,-0.146239,-0.0354416,-0.0912616,-0.209236,0.886889,0.291856,0.436074,0.547322,2.06158,1.6737,0.372271,1.24058,1.29305,2.4007,-0.0107775,-0.00687596,0.026247,-0.280959,-0.720955,-1.38359,-3.29892,-0.0458502
-2.15644,-0.722815,-1.1013,-1.45268,-2.17353,-0.174905,-0.151663,-0.0070955,-0.21923,-0.215819,0.922775,0.362508,0.56183,0.780562,1.97075,1.71324,0.480583,1.30345,1.32276,2.44335,-0.0106032,0.0390115,0.0138472,-0.323842,-0.764068,-1.42707,-3.31918,-0.0268277
-2.22813,-0.853509,-1.03924,-1.50803,-2.44768,-0.184477,0.0137249,0.137565,0.188665,-0.140293,1.33282,0.91049,0.588031,0.798125,2.73044,1.80118,0.54332,1.14262,1.13834,2.74257,-0.0112155,0.0413939,0.0342766,-0.284675,-0.778214,-1.39682,-3.38084,-0.0428209
-2.36915,-0.994922,-1.18017,-1.87834,-2.3822,-0.222832,-0.0333721,-0.00297983,0.0863751,-0.0204002,1.20277,0.609415,0.511784,1.07374,2.12486,1.95749,0.661228,1.34942,1.47925,2.3993,-0.0107433,0.0343136,0.0513361,-0.278635,-0.745693,-1.41035,-3.36998,-0.0118875
-2.27741,-0.832765,-1.09016,-1.53106,-2.29543,-0.199389,-0.00389319,0.0326081,-0.081225,-0.0640036,1.00917,0.38535,0.522025,0.687701,2.02523,1.87211,0.39554,1.29339,1.35516,2.3693,-0.0106876,-0.0406338,-0.0389034,-0.29819,-0.820468,-1.40895,-3.41046,-0.0289105
-2.07429,-0.617993,-0.965984,-1.40035,-2.16309,-0.267739,-0.183772,-0.0649959,-0.269189,-0.117425,1.07933,0.604302,0.603578,0.847437,2.34658,1.69497,0.354567,1.11937,1.19751,2.41406,-0.0106232,-0.0340827,-0.0178649,-0.298394,-0.747316,-1.41365,-3.38722,-0.0541554
-2.06339,-0.687227,-1.11554,-1.44966,-1.96016,-0.260318,-0.143787,0.00218651,-0.0437854,-0.200775,0.898391,0.436372,0.460018,0.546346,1.87304,1.59675,0.295329,1.23582,1.05816,1.98028,-0.0102059,-0.0351852,0.0153406,-0.257751,-0.717791,-1.40299,-3.26543,-0.0494069
-2.30225,-0.900307,-1.24322,-1.73378,-2.36451,0.0673048,0.163287,0.13486,0.127609,0.126005,0.880554,0.429678,0.586504,0.766067,2.22215,1.77522,0.561853,1.35267,1.45419,2.43201,-0.0106109,0.0103131,0.0153684,-0.294605,-0.714107,-1.38289,-3.32106,-0.0467175
-2.2379,-0.709435,-1.00525,-1.36362,-2.20053,-0.173414,-0.13916,0.110437,-0.00459478,-0.244725,1.06307,0.399798,0.419018,0.614324,2.12191,1.89099,0.498559,1.15986,1.30658,2.45703,-0.0109498,-0.0208797,-0.0746075,-0.285136,-0.81724,-1.41336,-3.38787,-0.0961312
-2.20602,-0.816002,-1.13678,-1.6545,-2.46053,-0.264321,-0.17159,0.0544351,-0.0852313,-0.204031,0.769453,0.36913,0.392862,0.677224,2.17383,1.93761,0.615724,1.33558,1.42201,2.61204,-0.0106545,0.0300019,0.0917042,-0.280718,-0.688915,-1.40557,-3.31236,-0.0220669
-2.24196,-0.77054,-0.993426,-1.42709,-2.14036,-0.0775267,0.00646939,0.0330484,0.0628796,-0.0081296,1.12081,0.579363,0.391774,0.621106,2.31606,1.73248,0.381142,1.16458,1.27434,2.29351,-0.0105413,-0.0648478,-0.0742172,-0.278965,-0.793058,-1.43605,-3.3502,-0.0885369
-2.29646,-0.85526,-1.21057,-1.8006,-2.36772,-0.241612,-0.10426,0.0939657,-0.00102963,-0.215932,1.18418,0.564678,0.531782,0.925793,2.33404,1.92975,0.573941,1.27349,1.48509,2.57531,-0.0106617,0.0468675,0.050912,-0.328752,-0.801184,-1.48328,-3.41479,-0.0348354
-2.27619,-0.962232,-1.09141,-1.5157,-2.67209,-0.212979,0.077227,0.0351008,-0.0110766,0.0348327,1.21309,0.712105,0.493145,0.677505,2.57734,1.80222,0.653198,1.27374,1.19409,2.891,-0.0109379,0.027131,0.0201374,-0.270288,-0.775029,-1.44948,-3.36571,-0.0444764
-2.13165,-0.797168,-1.11621,-1.57815,-2.35528,-0.353717,-0.217353,0.000956556,-0.225352,-0.142632,1.16398,0.611009,0.589487,0.917947,2.36187,1.92067,0.628321,1.32528,1.52478,2.46008,-0.0108847,0.0299289,0.0999044,-0.251355,-0.725023,-1.45956,-3.32797,-0.0167129
-2.10155,-0.754413,-1.13526,-1.6421,-2.18233,0.0318763,0.134821,0.160052,0.125407,0.133354,0.93815,0.514858,0.642322,0.978373,2.05343,1.67972,0.480908,1.28943,1.39064,2.24132,-0.0108447,-0.00289774,-0.0124968,-0.301102,-0.79373,-1.3434,-3.30528,-0.0437626
-2.21079,-0.788353,-1.20336,-1.81879,-2.38935,-0.282384,-0.0958558,0.0159505,0.0700888,0.0277512,1.036,0.500476,0.630904,0.887044,2.21758,1.84358,0.485429,1.28856,1.52234,2.32979,-0.0103971,-0.00676206,0.0354091,-0.284251,-0.727133,-1.45019,-3.41554,-0.0389255
-2.36043,-0.87661,-1.25088,-2.00503,-2.25421,-0.123373,-0.0211087,0.0146435,0.0192016,-0.089525,1.21858,0.594392,0.606259,1.08528,2.29374,1.93265,0.564075,1.37051,1.69308,2.3209,-0.010531,0.04236,0.062418,-0.247673,-0.70888,-1.4446,-3.33687,-0.0294253
-1.92578,-0.529957,-1.1217,-1.54001,-1.86407,-0.430108,-0.176626,-0.00317581,-0.105452,-0.353135,1.01423,0.37319,0.624617,0.836081,1.94284,1.60058,0.303376,1.22686,1.31109,2.12611,-0.010935,0.0620106,0.0778334,-0.289172,-0.797832,-1.43597,-3.38467,-0.0456021
-2.26054,-0.837374,-1.17246,-1.70646,-2.22979,-0.191165,-0.119175,0.0426192,-0.0211099,-0.056389,1.27236,0.746455,0.686872,0.967681,2.29396,1.84959,0.499719,1.26882,1.35678,2.21383,-0.0106636,0.0645898,0.0501893,-0.266859,-0.744107,-1.4014,-3.31349,0.00961289
-1.96638,-0.687637,-0.997251,-1.45362,-2.02389,-0.208874,-0.101794,0.0567751,0.076972,-0.179614,0.960321,0.624565,0.445191,0.645391,2.17452,1.48955,0.345964,1.05415,1.08525,2.11203,-0.0106856,0.0305107,0.0967298,-0.229861,-0.719566,-1.37475,-3.25108,-0.0603999
-2.22054,-0.75325,-1.02363,-1.39691,-2.24199,-0.0250844,-0.0043831,0.0224076,-0.0575385,-0.0532627,1.08569,0.559196,0.515352,0.593822,2.32412,1.77963,0.560427,1.2691,1.26864,2.61987,-0.0114778,0.0240668,0.0522553,-0.27788,-0.713924,-1.39649,-3.41829,-0.021111
-2.12114,-0.762258,-1.01246,-1.48256,-1.99678,-0.179831,-0.0528235,0.0310088,0.041332,-0.215136,0.83431,0.327853,0.419834,0.674221,1.93416,1.70787,0.49923,1.19597,1.26582,2.32276,-0.0112134,0.00862773,0.027832,-0.303716,-0.814431,-1.40063,-3.34513,-0.0398476
-2.4389,-0.949882,-1.22652,-1.68232,-2.48622,0.0462892,0.0899159,0.0793891,0.265826,0.129685,1.21687,0.723082,0.744715,0.838341,2.45821,1.8286,0.461076,1.27582,1.24931,2.45792,-0.0111026,-0.0354418,0.0207382,-0.328466,-0.7259,-1.40721,-3.35483,-0.0491475
-2.14865,-0.676267,-1.08549,-1.6693,-2.20227,-0.274668,-0.142647,-0.0358866,0.165259,-0.189958,0.941644,0.378137,0.436194,0.782465,2.18697,1.83488,0.40415,1.35442,1.4252,2.33264,-0.0107463,-0.0629308,-0.0139276,-0.28816,-0.776125,-1.4184,-3.33638,-0.0786728
-2.07722,-0.653669,-0.996749,-1.56966,-2.06843,-0.115443,-0.0395553,0.144683,0.101675,-0.0206514,0.755462,0.40077,0.358214,0.610655,2.06814,1.6671,0.297746,1.02049,1.31969,2.08935,-0.0105531,0.0080111,0.0290116,-0.319847,-0.776851,-1.45409,-3.38357,-0.0200337
-2.05354,-0.787263,-1.18686,-1.55911,-2.14336,-0.410938,-0.122554,0.00211451,-0.132968,-0.1745,1.06011,0.584133,0.639337,0.834147,2.24609,2.05232,0.657915,1.3881,1.40244,2.47873,-0.0108717,0.0309874,0.0674917,-0.303818,-0.702547,-1.48483,-3.4379,0.00184716
-2.51029,-0.959957,-1.26141,-1.86771,-2.34512,-0.105365,-0.0259819,0.0461459,0.0334946,0.00613273,1.37935,0.638871,0.700678,0.997265,2.03931,1.91093,0.395935,1.26833,1.50335,2.1373,-0.0110627,0.0204465,0.0349643,-0.304604,-0.739357,-1.48681,-3.38953,-0.0310387
-2.20488,-0.781379,-1.07642,-1.47074,-2.26759,-0.244529,-0.252269,-0.0557814,-0.191087,-0.25176,1.12112,0.591822,0.489211,0.740978,2.24016,1.83189,0.637676,1.32744,1.46849,2.71424,-0.0106383,-0.00896981,0.0210585,-0.295829,-0.741415,-1.43348,-3.34272,-0.0459039
-2.26495,-0.886892,-1.19218,-1.70285,-2.36651,-0.265599,-0.0992687,0.0379369,0.159605,-0.171073,1.24516,0.660766,0.631681,0.78533,2.4239,1.8847,0.629606,1.41038,1.51523,2.70697,-0.0110378,-0.0494701,0.00352193,-0.251019,-0.746035,-1.41506,-3.36305,-0.0170508
-2.40039,-0.992662,-1.23553,-1.77789,-2.43376,-0.234845,-0.10737,0.0952846,0.0980193,-0.113022,1.04109,0.634524,0.575609,0.689686,2.28654,2.0056,0.800477,1.37812,1.44153,2.65642,-0.010674,-0.00311964,0.0159837,-0.252113,-0.680398,-1.37866,-3.29346,-0.0686497
-2.14479,-0.686391,-1.13435,-1.50702,-2.05244,-0.302114,-0.168007,-0.0150263,-0.111499,-0.253043,0.972871,0.475094,0.612223,0.761733,2.11963,1.7544,0.453016,1.37735,1.29606,2.30786,-0.0104036,-0.0504528,-0.056889,-0.302189,-0.799178,-1.40855,-3.35759,-0.0844012
-2.15214,-0.802168,-1.10099,-1.59712,-2.23525,-0.237895,-0.040099,0.00998905,-0.0333698,0.018621,0.964246,0.417477,0.550171,0.823344,2.08167,1.8861,0.559799,1.28378,1.46304,2.48235,-0.0112668,0.00715469,0.0254303,-0.328121,-0.783833,-1.40766,-3.39855,-0.0886328
-2.34426,-1.02084,-1.2471,-1.78116,-2.37759,0.0653899,0.110783,0.137679,0.242284,0.100121,1.21016,0.905718,0.75826,1.08857,2.43993,1.77075,0.653753,1.31179,1.4591,2.47011,-0.0108186,-0.0303055,-0.042772,-0.278184,-0.766573,-1.38362,-3.31566,-0.0577878
-2.09166,-0.743841,-1.14202,-1.60055,-2.19996,-0.102179,0.0560306,0.0366936,0.139751,-0.155429,0.879235,0.483218,0.53115,0.616117,2.38473,1.44467,0.342242,1.23764,1.02851,2.2888,-0.0109234,0.0349414,0.0303724,-0.309522,-0.791816,-1.47539,-3.46239,-0.0418223
-2.16433,-0.792797,-1.15645,-1.65463,-2.21253,-0.1373,0.056408,0.0682112,0.0558378,0.021636,0.830654,0.296633,0.454815,0.666665,1.90824,1.85134,0.570113,1.34086,1.48592,2.31653,-0.0105164,0.00419097,0.0185326,-0.294196,-0.698251,-1.39182,-3.32958,-0.0281161
-2.33818,-0.980779,-1.08694,-1.72314,-2.53042,-0.173881,0.0123716,-0.0017812,-0.118965,-0.0334918,1.08103,0.518622,0.496455,1.1374,2.22145,1.99543,0.707237,1.29292,1.64458,2.70645,-0.0108045,-0.00814575,0.0168293,-0.254384,-0.800355,-1.44803,-3.35877,-0.0846099
-2.14772,-0.706787,-1.08389,-1.61916,-2.25475,-0.378812,-0.243009,-0.0613521,-0.125609,-0.204925,1.07119,0.568316,0.564444,0.898181,2.35241,1.77961,0.503367,1.24978,1.41954,2.45132,-0.0109922,0.0239995,0.0221537,-0.313362,-0.758871,-1.43555,-3.40539,-0.0431778
-2.12915,-0.654656,-1.01365,-1.52497,-2.03,-0.358565,-0.325065,-0.020656,-0.0205669,-0.359141,1.06281,0.551691,0.520378,0.734493,2.16489,1.81828,0.607597,1.21396,1.36752,2.41146,-0.0110988,0.0167566,0.0195584,-0.307576,-0.758516,-1.40093,-3.37909,-0.0503311
-2.22888,-0.903997,-1.25475,-1.68375,-2.39342,-0.218766,0.029276,0.0657989,0.0204465,-0.0776828,1.08119,0.639085,0.787739,0.81296,2.332,1.75951,0.470248,1.38281,1.44937,2.40521,-0.0112611,0.0461929,0.0360299,-0.321393,-0.788342,-1.41669,-3.40293,-0.0151402
-2.37877,-0.880363,-1.25749,-1.76321,-2.27833,0.0415583,0.119568,0.143975,0.166201,-0.120695,1.12137,0.61212,0.721548,1.00085,2.16109,1.78631,0.469405,1.23562,1.42749,2.34275,-0.0106108,-0.0126271,0.0192249,-0.305628,-0.776201,-1.42465,-3.3791,-0.0321158
-2.21646,-0.895709,-1.12837,-1.78321,-2.40755,-0.354598,-0.0655627,-0.0339345,-0.0353723,-0.194727,1.09546,0.591347,0.549243,0.792321,2.49996,2.06048,0.650543,1.29562,1.65367,2.70418,-0.0113216,0.0717782,0.0738685,-0.32587,-0.766994,-1.46584,-3.45542,-0.0369245
-2.04336,-0.756852,-1.18123,-1.68989,-2.36699,-0.277608,-0.0433595,0.0106344,-0.0715892,-0.245524,0.959382,0.463042,0.650947,0.939723,2.10197,1.68498,0.545203,1.31018,1.44261,2.49299,-0.00980974,-0.0195837,0.0213603,-0.287977,-0.736566,-1.41352,-3.35962,-0.00654188
-2.12838,-0.632357,-1.05879,-1.52315,-2.24522,-0.211386,-0.206424,0.0139713,-0.113544,-0.127047,0.840108,0.253277,0.516973,0.699018,1.9603,1.7179,0.399675,1.13846,1.26579,2.4639,-0.0108005,0.0114468,0.0368217,-0.305297,-0.796365,-1.41371,-3.33366,-0.0505705
-2.15863,-0.878437,-1.18016,-1.59523,-2.46966,-0.547115,-0.278062,-0.133331,-0.137155,-0.256579,1.00614,0.590211,0.699866,0.762617,2.3699,2.09657,0.800733,1.4657,1.52813,2.90559,-0.0107436,0.0331072,0.0141261,-0.303183,-0.802453,-1.39728,-3.3796,-0.0342001
-2.21692,-0.919567,-1.19067,-1.66445,-2.42428,-0.295031,-0.171532,-0.0861778,-0.173532,-0.159819,1.349,0.893608,0.8444,1.0983,2.55292,1.93156,0.612385,1.36705,1.50822,2.51195,-0.0103916,-0.015918,0.0392335,-0.31257,-0.786591,-1.43736,-3.35692,-0.0396489
-2.38198,-0.968763,-1.19383,-1.70795,-2.42637,0.00545521,0.0549359,0.0722603,0.015594,-0.160288,1.24821,0.737418,0.618027,0.967681,2.46621,1.92803,0.686624,1.24687,1.32547,2.69164,-0.0102478,-0.00727398,0.000753169,-0.270912,-0.770954,-1.4254,-3.36391,-0.0379255
-2.24074,-0.917469,-0.995403,-1.67542,-2.51463,-0.0884246,0.0705724,-0.00952712,0.0590117,0.112708,1.06415,0.525193,0.446306,0.859647,2.08582,1.92605,0.640874,1.21839,1.52627,2.55827,-0.0101,0.0034748,0.0300907,-0.281621,-0.806824,-1.43342,-3.3037,-0.0592033
-2.16836,-0.693338,-1.07017,-1.65927,-2.1924,-0.411351,-0.26913,-0.0239781,-0.0897363,-0.141207,1.25946,0.551199,0.58156,0.896964,2.15396,2.00502,0.571851,1.30705,1.63346,2.45181,-0.0107789,-0.00466345,0.0142936,-0.278722,-0.774049,-1.41822,-3.36526,-0.0554548
-2.15936,-0.745271,-1.07774,-1.39968,-2.30861,-0.366208,-0.221419,-0.0924636,-0.21078,-0.109964,1.07332,0.445626,0.485683,0.690186,2.10213,1.88751,0.587946,1.2881,1.27703,2.43632,-0.0109484,0.00789918,0.00842172,-0.299794,-0.810295,-1.41723,-3.35393,-0.0225954
-2.24298,-0.892389,-1.21424,-1.73175,-2.24938,-0.155686,0.0912215,0.0860031,0.0825342,0.060569,1.00667,0.46098,0.46403,0.690092,2.11832,1.74337,0.51993,1.22014,1.36251,2.36539,-0.0113234,0.00288924,0.0534931,-0.298361,-0.687832,-1.44156,-3.40847,0.0131505
-2.39232,-0.891422,-1.13806,-1.54863,-2.30854,-0.225646,-0.0949892,-0.0221918,-0.16822,-0.0343965,1.21782,0.624505,0.614121,0.843303,2.17139,1.92874,0.528949,1.30313,1.28645,2.37824,-0.0111145,-0.0245683,0.0166159,-0.288814,-0.737145,-1.42657,-3.37824,-0.044906
-2.26249,-0.758247,-1.03183,-1.65044,-2.18673,-0.154301,-0.0353702,0.04989,0.109398,-0.0583972,1.23275,0.546791,0.549733,0.852484,2.17123,2.05819,0.694221,1.23346,1.44716,2.55679,-0.0105671,0.0721509,0.0551446,-0.295112,-0.771022,-1.49928,-3.46224,-0.0480887
-2.24315,-0.736725,-1.20504,-1.67629,-2.40597,-0.3388,-0.11726,-0.0496036,-0.00636674,7.30221e-05,1.04375,0.469866,0.60095,0.817418,2.30094,1.80283,0.399532,1.2845,1.3889,2.46133,-0.0112544,0.0184261,0.0369193,-0.24719,-0.692321,-1.4753,-3.40745,-0.0468229
-2.25221,-0.773064,-1.10063,-1.64777,-2.13314,-0.191893,-0.163417,-0.0387981,-0.0672943,-0.240712,0.987253,0.390122,0.504521,0.798199,1.9555,1.75035,0.511042,1.26534,1.32025,2.3022,-0.0105233,-0.0381401,-0.0409533,-0.311426,-0.776129,-1.41971,-3.34014,-0.0075377
-2.2659,-0.816997,-1.19768,-1.65134,-2.40301,-0.0347749,0.063851,0.133776,0.170086,0.153393,1.16668,0.566061,0.658835,0.87746,2.34537,1.855,0.462453,1.32378,1.3045,2.4342,-0.0099865,-0.0193032,0.0222114,-0.276754,-0.7731,-1.40609,-3.31477,-0.0457029
-2.26318,-0.852083,-1.16332,-1.59557,-2.30906,-0.116179,0.0421576,0.0151037,0.0240556,0.000668905,1.13384,0.596369,0.590846,0.902852,2.0402,1.94144,0.614269,1.38494,1.32978,2.48013,-0.0102967,0.0155464,-0.018111,-0.264138,-0.716659,-1.43487,-3.38323,-0.0979444
-2.06212,-0.647613,-0.968719,-1.30398,-2.1359,-0.40228,-0.229511,-0.00667402,-0.093086,-0.33312,0.93701,0.395944,0.377948,0.409858,2.18901,1.86677,0.440495,1.11488,1.16093,2.38184,-0.0104721,0.00282382,0.036493,-0.346533,-0.807117,-1.4549,-3.40077,-0.0514761
-1.93972,-0.761345,-1.08945,-1.40838,-2.4069,-0.191432,-0.034009,0.0725458,-0.054455,-0.0988633,0.709468,0.376315,0.432982,0.61352,2.14206,1.5414,0.483207,1.21501,1.09513,2.48611,-0.0101788,-0.00891867,0.00187038,-0.276494,-0.720316,-1.34783,-3.26464,-0.0631684
-2.18065,-0.713069,-1.17069,-1.5792,-2.1043,-0.104914,0.012541,0.00994388,-0.0233585,-0.0346211,1.05705,0.260286,0.512742,0.826468,1.72534,1.7283,0.320333,1.24702,1.40744,2.12899,-0.0106307,0.0316099,0.042589,-0.342913,-0.777469,-1.41515,-3.37173,-0.0770436
-2.44201,-0.88568,-1.24374,-1.99213,-2.40557,-0.300006,-0.0704272,0.0244512,0.144063,-0.0428783,1.4888,0.732458,0.709597,1.14622,2.5124,2.08138,0.577816,1.37762,1.65216,2.54919,-0.0103976,-0.0453917,0.0375092,-0.280528,-0.732692,-1.46861,-3.37094,-0.0550156
-2.18953,-0.743642,-1.10627,-1.6361,-2.28087,-0.225657,-0.0775081,0.0500796,0.0261987,-0.0964352,1.09579,0.519686,0.576457,0.79454,2.17414,1.86826,0.462895,1.15089,1.32287,2.38599,-0.0108135,-0.0205133,-0.0314692,-0.269496,-0.785438,-1.37731,-3.30715,-0.047453
-2.33231,-0.825279,-1.04563,-1.68157,-2.27517,-0.183057,-0.0735336,-0.0170866,0.00365667,-0.150395,1.2684,0.674042,0.615558,1.03727,2.44497,1.83909,0.512847,1.17564,1.39203,2.50801,-0.0114291,-0.0091159,0.00884327,-0.25884,-0.751257,-1.39971,-3.33819,-0.0269402
-2.06819,-0.711812,-1.04368,-1.42109,-2.24747,-0.194901,-0.120067,0.00402037,-0.033327,-0.06451,0.77307,0.411247,0.443424,0.499594,2.07386,1.70787,0.505388,1.20783,1.15957,2.51287,-0.0106181,0.0036275,-0.00637049,-0.311747,-0.749089,-1.44289,-3.36817,-0.0668292
-2.22201,-0.840448,-1.19127,-1.62216,-2.53046,-0.182991,-0.0704894,0.0283703,-0.0671051,0.035388,1.10252,0.61173,0.587925,0.713584,2.4,1.91897,0.693254,1.42159,1.46326,2.73197,-0.00988379,-0.0322235,0.0273852,-0.26526,-0.728403,-1.39523,-3.30174,-0.0921656
-2.25024,-0.87539,-1.17063,-1.73089,-2.58054,-0.0948688,-0.0053551,0.0496911,0.113396,0.0527988,0.903829,0.324064,0.491686,0.611252,2.24521,1.64614,0.409125,1.19489,1.28863,2.41252,-0.0107246,-0.0143646,0.040794,-0.256201,-0.717509,-1.41276,-3.37971,-0.0323142
-2.49596,-1.16332,-1.29769,-1.74862,-2.74689,-0.313498,-0.187239,-0.00380447,-0.117376,-0.168596,1.36889,0.9005,0.773238,1.06842,2.88443,2.19934,0.959044,1.46069,1.68086,2.97323,-0.0105839,0.00228805,-0.00369917,-0.329053,-0.776872,-1.46327,-3.40074,-0.0351007
-2.43513,-0.96392,-1.13833,-1.71127,-2.46009,-0.240723,-0.120404,0.0228742,-0.212233,-0.0865076,1.41342,0.768154,0.662314,1.03282,2.46341,1.94003,0.660593,1.27344,1.56986,2.62758,-0.0102339,-0.0250791,0.0368034,-0.327496,-0.782671,-1.37547,-3.27983,-0.00890372
